50000
57 218 333
42 216 367
22 279 361
85 286 361
21 299 311
53 205 321
45 206 389
97 278 368
1 257 357
40 281 367
6 256 370
70 236 347
14 272 304
93 283 316
65 229 348
100 297 386
14 300 311
88 202 365
59 221 303
39 243 337
33 277 343
100 287 356
72 200 378
76 240 306
80 261 371
46 255 331
33 276 360
46 241 319
46 220 351
12 283 341
68 285 391
25 289 352
16 295 338
37 200 388
40 201 361
15 289 310
90 257 365
78 297 341
69 270 316
20 289 358
36 253 322
50 244 395
82 205 338
60 281 335
84 210 342
53 259 368
99 243 348
82 284 364
11 219 361
59 240 334
63 268 375
7 218 305
38 262 306
77 244 318
72 260 371
91 237 306
27 206 346
59 200 328
18 285 329
64 216 326
93 294 379
27 221 354
46 269 336
75 246 393
63 247 333
78 244 394
51 259 366
32 291 311
16 210 392
43 244 329
20 295 370
31 237 308
13 289 359
3 251 326
8 220 351
36 293 304
5 288 394
39 215 366
32 218 340
36 284 367
93 251 375
55 261 324
22 238 315
70 231 333
87 238 346
16 259 379
41 293 386
73 233 341
97 258 396
55 270 325
62 289 375
37 201 302
25 270 331
75 279 379
56 215 396
20 259 327
89 203 312
37 271 329
48 269 368
7 286 392
33 294 384
90 263 329
51 286 347
81 292 370
15 274 336
94 300 376
95 217 328
42 205 340
14 289 376
77 276 342
1 291 305
57 212 327
50 269 322
92 260 340
50 248 336
37 237 337
5 252 346
41 281 311
7 288 394
79 298 317
60 261 369
76 294 385
38 227 314
41 253 399
68 233 387
48 253 359
45 291 396
2 248 336
100 229 378
88 204 344
63 276 388
63 243 397
73 237 311
12 266 388
69 261 354
96 232 381
53 286 344
88 273 377
100 253 380
17 292 371
33 240 374
80 296 395
74 227 340
69 269 335
26 266 399
76 202 374
55 250 343
15 299 301
57 230 333
62 258 369
35 214 318
18 218 368
77 294 322
77 206 300
33 268 395
21 224 384
71 297 303
16 264 397
3 290 349
91 275 337
24 229 316
57 246 332
67 212 340
61 300 344
2 287 307
40 201 395
88 291 331
61 300 351
52 230 361
63 203 398
92 286 328
58 227 332
46 244 373
79 233 357
31 220 327
43 208 313
86 254 366
54 291 310
5 287 394
48 263 363
12 265 356
6 214 388
67 224 380
65 294 348
95 292 365
35 222 364
35 264 302
4 275 311
40 220 312
17 271 334
100 243 316
94 202 304
33 249 309
43 220 364
31 250 388
42 298 318
5 280 385
7 236 316
15 278 314
75 290 391
92 287 337
24 290 392
51 265 331
64 272 305
51 263 368
49 267 334
73 211 313
63 282 324
26 204 361
68 255 331
80 299 329
16 253 376
77 258 363
84 284 364
14 241 315
56 212 373
24 298 366
24 243 301
73 214 357
97 296 347
19 246 376
82 244 366
63 250 329
96 274 344
40 282 392
36 269 398
96 243 327
35 260 314
98 217 390
89 240 374
44 232 346
22 218 363
22 261 317
17 203 372
32 200 365
18 286 336
47 205 363
56 241 382
97 226 345
48 294 317
1 206 340
1 224 391
34 221 373
30 210 308
37 261 382
4 223 389
95 247 314
32 259 397
3 296 301
59 211 305
40 245 398
90 262 303
43 203 386
73 272 330
88 222 329
100 269 352
100 266 395
69 237 367
42 211 337
63 201 361
69 273 322
12 214 400
84 247 380
83 244 361
8 230 300
73 216 322
92 290 353
19 291 398
4 225 315
66 257 340
37 245 354
98 229 363
54 287 307
20 233 346
34 201 320
48 215 300
1 291 323
31 267 312
10 234 334
60 297 351
75 234 387
31 253 342
96 211 377
26 234 323
16 288 346
15 247 334
85 252 378
27 258 370
27 272 300
88 282 314
87 280 343
55 263 399
80 242 300
29 236 336
56 241 399
31 213 354
20 204 365
26 259 304
10 287 373
16 239 344
4 289 321
39 211 362
49 263 309
49 204 369
27 285 345
64 232 355
34 212 389
17 217 327
20 261 356
56 289 369
16 205 315
84 293 343
75 214 358
68 231 346
48 292 390
1 235 359
10 237 319
4 236 374
33 290 334
49 282 349
62 266 327
61 203 314
57 225 303
74 274 332
33 202 315
78 282 385
19 268 310
22 242 393
42 238 369
93 220 334
47 226 373
91 215 318
87 249 368
69 200 331
12 280 356
13 230 301
70 264 374
15 287 395
35 232 382
24 202 302
65 265 303
13 284 380
11 222 340
9 270 326
2 202 346
14 225 386
13 224 380
28 296 302
60 292 323
4 296 355
44 260 391
82 278 334
27 300 332
4 205 309
77 256 327
25 227 391
44 238 315
1 235 348
93 261 379
21 269 354
74 230 333
88 290 362
89 245 357
72 275 321
22 295 393
27 236 360
34 223 374
62 296 358
99 248 312
6 210 381
4 292 304
55 226 341
9 214 398
21 251 327
51 244 395
62 223 375
13 263 347
16 295 334
82 271 344
9 279 319
18 204 346
18 248 315
47 201 341
64 205 375
55 254 396
71 273 356
15 264 400
48 279 354
58 253 357
75 214 387
89 235 369
26 202 375
31 207 387
92 242 361
80 217 325
6 281 359
80 297 340
20 206 305
95 258 336
9 211 369
8 292 304
84 260 359
49 222 344
82 277 362
79 202 323
49 255 381
79 296 352
92 254 303
27 223 350
79 249 362
50 203 305
62 248 349
100 239 375
43 245 385
58 200 398
45 265 394
35 203 329
31 239 311
33 212 302
37 226 387
34 246 315
32 231 390
18 256 358
16 278 341
94 253 337
28 263 315
60 206 325
29 234 392
56 218 378
99 230 305
10 203 394
17 278 324
59 233 395
12 251 325
36 221 378
91 271 335
79 261 334
88 235 380
10 218 327
70 265 328
39 286 346
10 284 390
5 221 377
32 245 315
20 256 349
85 219 319
7 222 364
65 247 302
1 262 370
85 269 365
20 217 369
92 216 396
53 212 354
69 288 395
47 290 332
81 208 350
8 227 380
26 257 390
2 216 329
88 291 314
89 214 365
97 260 314
38 228 331
88 245 351
17 295 316
45 222 324
65 211 338
89 243 306
68 261 362
54 207 331
14 296 309
75 258 375
71 203 367
72 293 374
89 211 352
33 283 381
98 273 349
44 243 351
45 241 381
44 284 352
68 228 326
62 274 353
17 283 307
99 223 358
48 291 340
22 235 382
58 293 389
93 243 316
22 279 378
28 245 372
10 285 336
98 253 343
65 254 312
45 239 367
34 231 383
94 281 360
15 298 324
27 289 329
46 271 370
45 223 304
48 225 336
80 214 334
71 262 308
43 254 336
58 230 379
5 252 326
38 222 365
2 219 356
35 202 377
72 258 399
9 289 317
37 230 387
19 236 392
41 279 394
88 242 328
78 245 304
35 212 390
91 283 369
12 284 308
26 252 369
82 296 356
41 209 337
69 264 329
92 256 355
50 280 329
53 232 312
88 259 398
79 250 351
24 293 323
46 228 319
45 235 350
31 200 369
14 285 325
69 225 361
49 231 340
17 234 328
72 223 341
18 292 382
83 227 305
4 286 321
45 272 367
85 252 336
45 221 375
44 205 338
80 231 346
8 274 353
13 293 308
26 265 394
90 230 317
27 213 386
35 228 384
46 255 311
7 201 345
21 285 335
47 281 386
38 225 355
91 288 325
69 283 339
85 277 341
54 296 396
2 250 308
93 212 329
72 286 318
56 262 376
87 272 363
74 292 333
2 292 382
50 293 371
29 225 379
66 212 372
29 297 329
5 235 335
26 253 375
9 278 382
55 225 329
35 209 310
76 225 354
21 259 344
11 232 392
97 206 306
80 214 364
21 264 327
3 244 380
62 216 363
61 242 331
100 227 382
32 261 330
28 235 398
58 204 379
69 261 302
98 297 334
11 299 348
57 280 328
30 257 322
38 201 332
98 259 347
91 248 317
64 219 363
64 249 400
60 276 321
93 293 372
97 270 333
100 219 337
47 294 383
53 287 347
5 254 377
98 286 341
12 221 381
73 277 397
54 224 321
27 214 344
58 256 346
11 267 341
62 223 395
8 254 388
54 278 353
85 205 395
12 241 317
35 268 372
36 214 302
63 287 360
12 200 382
60 279 343
28 295 331
33 222 377
54 299 337
95 226 354
31 256 354
51 275 342
80 240 369
79 209 328
53 236 335
26 278 375
66 245 302
84 276 344
41 253 338
71 216 344
49 284 317
33 290 388
2 274 343
100 267 390
77 255 309
53 287 378
26 290 300
4 286 397
55 227 373
29 207 333
38 290 324
83 245 316
63 207 356
78 263 343
3 225 361
54 284 348
99 228 361
36 293 376
62 287 379
61 300 312
9 224 361
92 233 303
1 247 340
40 235 332
36 203 360
27 280 387
78 266 377
54 266 340
31 218 376
7 233 339
65 250 360
52 234 324
12 203 361
15 271 391
2 213 352
87 252 377
37 236 332
15 233 352
4 287 346
47 265 347
69 262 312
87 201 368
11 280 329
42 204 324
87 202 319
39 299 369
92 300 377
62 300 372
93 219 398
37 253 300
21 286 379
55 254 344
26 244 307
81 257 385
56 294 344
4 214 314
67 241 319
80 257 344
3 241 398
41 254 301
93 280 334
88 272 357
29 268 332
48 229 309
95 264 350
35 296 373
64 260 339
95 273 364
58 272 387
77 263 317
15 210 321
44 300 315
94 276 350
37 244 344
64 220 394
9 258 322
30 231 383
96 289 381
65 221 337
9 276 302
46 298 393
43 268 358
86 283 331
100 226 312
22 286 342
67 274 346
85 278 303
40 230 399
82 249 373
83 243 383
83 289 339
80 211 338
15 225 329
69 258 376
12 290 353
91 235 334
11 288 347
11 296 322
30 280 301
26 268 315
9 282 368
99 216 328
14 298 305
30 213 369
5 214 318
65 209 346
72 277 339
61 281 317
47 286 394
41 206 359
37 287 363
95 223 342
2 236 394
35 286 363
81 227 366
32 200 315
51 287 361
60 257 314
70 246 339
37 215 378
66 210 314
13 235 367
63 296 379
39 279 356
63 270 322
63 263 360
50 294 358
68 208 315
2 243 325
22 269 307
81 258 397
4 263 340
68 231 318
50 239 383
63 287 354
38 231 326
5 212 350
30 289 336
6 221 395
57 261 352
89 227 332
70 223 376
71 241 345
8 248 329
18 219 388
44 219 335
96 253 371
7 233 303
58 292 383
60 200 366
47 283 385
73 240 348
38 203 366
62 296 314
31 215 324
100 263 339
75 246 376
64 243 366
37 290 302
86 251 368
49 260 361
4 273 358
94 294 316
66 261 358
15 265 360
31 290 349
15 205 327
1 295 393
31 253 365
16 300 391
56 223 330
20 206 323
58 296 343
3 225 397
14 256 344
33 205 390
19 277 324
37 224 339
23 240 308
11 296 358
32 226 393
9 238 324
67 224 314
53 222 325
63 297 309
30 295 376
97 296 359
44 228 326
47 262 340
83 273 339
59 273 355
34 215 337
5 215 325
97 260 396
10 218 378
61 283 351
37 264 347
37 269 398
61 250 322
73 220 372
65 278 324
19 221 366
49 240 372
6 263 301
78 232 347
3 279 376
2 300 349
34 291 362
81 279 392
3 227 335
32 220 365
8 205 320
99 242 391
28 220 390
66 255 364
45 277 372
73 300 310
73 206 351
44 266 378
70 292 376
68 227 330
13 228 397
55 278 314
37 280 400
48 291 318
67 218 376
59 241 302
60 227 323
21 258 393
16 232 310
73 255 394
11 286 324
77 234 303
38 276 350
28 212 354
64 237 368
66 297 365
56 257 358
18 291 373
12 252 301
52 217 391
39 240 351
83 240 341
87 254 326
82 208 307
63 261 398
43 241 306
2 221 365
95 285 393
95 241 345
88 240 373
46 225 353
79 240 347
78 282 318
68 298 322
98 205 311
55 237 389
66 281 323
89 220 379
56 298 330
42 277 326
76 235 381
73 212 394
54 277 342
48 211 321
40 265 346
35 272 394
53 263 321
18 225 339
8 296 327
12 275 389
31 296 337
87 288 347
57 239 310
99 204 339
30 225 391
98 263 366
34 271 356
2 278 395
22 208 397
67 230 305
64 299 384
44 261 375
5 203 358
89 293 328
84 251 370
44 286 371
53 229 308
15 211 368
56 280 387
76 250 341
81 284 365
60 242 360
50 200 338
87 224 303
81 282 348
25 244 375
17 241 395
76 206 362
67 236 352
7 250 366
46 231 342
48 299 364
31 274 322
98 224 384
31 271 326
40 216 365
15 288 382
62 243 373
41 204 335
6 252 388
70 275 327
27 288 391
40 290 327
89 250 398
6 221 357
34 295 361
71 215 304
1 240 355
72 203 358
92 201 306
36 219 344
64 233 370
44 244 396
52 243 312
64 221 380
10 200 346
7 294 336
94 209 386
100 252 397
74 244 374
61 253 314
23 233 385
50 275 391
22 225 356
34 264 338
69 237 400
90 229 315
83 234 301
74 259 333
13 288 328
30 297 389
86 284 351
62 266 380
8 242 394
69 288 388
42 268 301
91 265 366
19 257 386
87 290 356
4 273 391
17 216 372
79 227 335
84 277 366
64 257 346
82 273 370
59 230 318
6 280 325
50 223 322
83 233 386
88 223 396
61 215 307
40 294 382
19 243 329
50 266 374
56 223 323
74 210 313
3 233 316
30 299 307
25 242 316
59 263 392
25 299 357
76 262 336
93 263 375
26 295 313
72 298 397
84 227 354
85 233 374
86 202 321
79 209 392
97 242 381
67 220 327
47 220 393
89 281 356
34 278 365
65 212 300
24 254 336
1 238 326
38 214 336
31 298 395
88 260 333
28 252 397
76 219 376
73 240 310
25 215 320
12 280 335
37 207 393
92 265 380
97 256 336
91 256 300
88 201 304
25 289 314
98 296 399
23 234 346
64 238 392
70 253 365
79 226 329
97 265 382
55 275 365
52 216 357
45 258 380
99 296 387
12 276 301
33 230 381
17 201 348
63 235 342
57 259 355
8 272 378
42 239 344
63 264 379
89 241 355
22 225 365
26 202 355
46 252 310
22 298 319
20 207 394
69 208 385
16 267 377
49 206 327
25 246 380
90 269 300
92 227 350
14 222 391
96 263 303
90 207 355
17 273 383
98 256 382
29 200 331
88 230 336
90 229 318
76 270 300
99 230 312
13 225 319
50 232 346
63 225 333
12 252 315
38 256 311
36 238 366
22 254 324
75 215 370
6 248 395
80 214 350
73 251 356
68 226 381
15 291 314
37 277 305
43 206 358
16 245 393
87 267 400
16 214 388
97 288 326
4 209 301
3 248 339
87 296 369
47 256 314
79 278 344
65 212 358
35 286 360
98 281 362
44 294 373
91 209 350
72 269 322
43 248 334
53 261 302
55 229 330
100 300 351
45 230 389
50 294 337
10 266 340
31 300 394
72 269 361
99 234 332
43 232 305
52 258 354
57 271 329
32 284 342
94 299 374
31 291 368
82 213 399
33 219 314
96 221 390
94 281 339
82 239 314
51 267 314
86 236 349
80 207 379
58 267 301
57 223 370
72 290 306
51 246 380
30 201 306
54 224 337
31 210 349
95 245 304
66 202 330
85 262 367
21 299 394
78 252 331
13 242 300
19 285 314
9 289 334
24 258 382
34 286 328
93 276 305
58 295 370
31 215 358
57 261 356
23 203 344
26 202 348
80 288 353
19 228 313
99 257 376
11 268 377
45 236 386
35 300 337
85 292 361
1 212 340
73 294 319
72 245 398
42 277 346
37 264 355
78 296 342
92 296 323
20 204 323
79 223 381
51 211 400
40 208 374
18 253 393
71 298 324
31 224 357
28 233 357
95 255 400
92 218 351
72 256 398
79 208 311
77 206 365
44 272 311
42 233 310
90 201 384
81 278 309
84 227 345
36 225 341
35 287 349
26 229 328
64 298 391
56 278 361
43 264 351
82 233 307
73 227 333
35 274 332
74 270 392
69 261 327
83 244 356
5 262 325
40 264 336
19 293 314
26 283 380
24 237 343
93 239 359
75 283 352
71 241 356
63 297 344
37 243 322
87 207 400
76 232 400
21 294 399
9 287 395
6 258 304
66 262 332
23 241 323
95 220 320
8 255 331
11 248 303
97 267 370
100 277 322
90 290 387
64 298 383
77 211 300
14 229 352
95 266 334
18 231 348
52 272 379
33 284 372
44 277 364
20 294 379
25 270 321
97 226 357
91 255 399
76 237 317
36 255 337
36 215 345
69 259 379
93 252 314
70 290 322
4 208 399
15 209 380
99 293 327
60 227 348
71 259 351
67 251 320
82 264 362
10 225 357
13 297 347
45 200 336
4 271 363
7 284 357
34 274 317
40 287 362
78 207 396
69 263 344
71 243 346
74 246 325
92 200 350
33 226 360
53 288 373
86 239 374
54 279 368
33 289 383
62 215 379
12 245 317
89 289 355
23 211 373
93 208 342
46 234 366
21 277 301
36 277 384
25 232 367
29 218 304
28 218 305
63 250 300
28 226 310
54 210 368
28 211 336
43 265 375
87 255 342
83 202 337
27 208 313
83 267 386
88 276 354
9 205 318
27 241 353
4 250 330
64 265 338
23 253 320
73 253 400
30 275 329
87 218 349
33 293 349
36 277 380
13 216 320
45 209 342
18 231 354
89 273 378
7 262 308
96 221 321
32 296 389
47 204 354
93 241 315
54 204 383
43 212 382
55 276 394
55 201 356
28 277 379
8 288 385
49 220 358
87 274 325
15 208 374
73 245 346
70 294 397
78 244 391
52 242 350
56 245 342
69 290 314
11 256 384
52 210 359
47 294 388
68 225 342
49 269 307
100 222 360
35 275 314
73 210 332
78 217 332
57 250 398
78 285 350
89 293 318
4 255 346
62 230 387
96 241 346
11 269 384
69 218 338
20 252 380
86 202 337
53 245 315
29 259 346
35 293 352
24 260 378
67 252 355
19 250 361
85 225 327
57 268 386
100 268 320
32 229 365
11 263 301
46 245 391
59 225 316
20 236 363
54 253 350
32 290 329
66 232 331
97 252 307
11 248 354
80 201 312
90 224 352
9 255 369
96 213 308
13 254 342
31 218 397
13 230 361
31 242 307
3 289 395
2 260 345
31 282 352
19 218 317
43 257 394
91 253 372
94 254 327
17 233 334
23 212 357
36 255 337
62 243 331
76 296 357
2 243 385
38 202 357
4 257 321
81 258 344
71 268 355
58 272 343
52 227 318
81 209 375
98 263 361
15 247 362
32 259 349
74 283 379
80 207 331
16 287 354
54 263 356
14 257 339
20 238 359
14 264 388
46 244 394
78 226 337
89 293 306
62 270 332
77 300 358
72 202 358
33 235 319
4 210 337
83 297 384
72 210 388
82 259 399
98 264 339
83 229 300
50 261 390
45 220 325
53 245 399
48 223 330
78 270 389
36 248 309
8 236 325
40 244 329
28 215 387
90 244 387
45 251 349
83 248 321
6 206 323
72 277 380
23 212 356
60 246 385
24 257 390
11 266 383
22 205 394
7 257 382
4 247 322
95 278 363
13 265 315
88 235 378
60 297 395
88 299 322
18 263 363
42 236 386
75 251 305
75 269 324
73 296 362
91 300 341
30 282 304
54 279 381
19 264 379
67 253 350
84 218 323
27 266 397
23 252 302
82 232 391
17 273 354
97 276 300
95 266 312
2 294 397
19 299 389
80 275 311
85 277 367
14 201 387
13 300 395
91 283 303
11 212 366
8 288 389
52 263 392
70 204 334
47 200 353
25 254 332
51 243 315
16 242 331
85 206 328
59 222 400
16 249 332
31 296 359
86 254 372
38 275 365
91 221 301
91 257 329
14 249 327
2 207 303
50 266 343
46 272 321
56 223 333
51 228 383
42 283 377
26 241 374
34 204 303
3 263 355
87 261 391
10 272 332
45 239 396
57 255 306
4 265 368
92 238 327
15 252 374
36 292 360
87 234 349
91 291 353
52 203 392
86 259 303
58 267 380
55 226 379
100 244 300
32 225 345
59 295 334
19 217 314
31 282 381
7 248 316
4 292 342
57 259 357
85 220 329
18 218 383
34 248 369
74 252 383
15 202 372
11 225 309
61 283 308
11 216 341
17 258 337
36 205 365
55 292 385
89 258 320
72 239 313
84 264 341
58 264 389
11 275 371
72 278 333
26 293 400
96 235 389
24 246 362
55 200 342
22 200 357
18 250 315
49 256 389
93 222 377
1 217 341
60 200 389
61 215 371
59 256 360
53 274 311
45 218 352
58 247 333
41 269 311
1 251 372
9 223 400
44 248 398
60 263 301
74 271 311
40 259 331
87 201 339
24 257 380
93 261 386
82 226 330
2 286 356
43 221 341
49 201 313
57 202 320
45 235 312
70 229 400
78 211 396
54 297 337
57 239 345
25 200 395
94 272 365
63 265 400
13 300 301
71 218 356
42 286 343
66 277 395
54 221 339
57 240 398
50 263 324
46 226 309
72 265 380
46 254 396
100 203 393
42 202 305
11 212 363
85 285 348
36 217 317
86 230 385
32 237 314
61 231 338
15 287 361
17 286 337
69 264 383
9 288 311
33 275 369
66 222 366
1 205 400
96 201 304
25 283 371
50 217 302
12 226 362
31 294 333
73 267 312
90 291 305
54 212 391
46 295 327
64 231 338
15 219 322
31 265 313
98 270 358
23 262 340
27 259 367
93 272 371
85 251 384
23 299 323
45 263 316
47 218 305
76 270 326
4 259 365
82 254 381
90 234 399
78 217 384
14 248 315
59 210 361
97 273 351
8 253 339
23 264 340
89 215 374
43 244 344
92 243 363
95 252 358
34 278 303
13 289 345
33 236 301
41 215 339
60 295 318
51 232 400
93 273 331
91 279 386
76 200 342
100 249 316
88 229 366
11 293 320
64 225 304
39 289 330
79 283 372
54 282 374
76 262 300
90 233 349
85 203 378
26 215 320
54 295 365
70 269 345
66 275 394
52 242 393
79 288 343
58 256 318
36 247 384
21 222 349
74 241 377
97 268 326
41 226 308
47 219 388
92 274 323
79 266 362
96 206 337
38 233 369
37 218 325
67 282 380
39 252 366
5 246 376
85 245 335
65 256 375
48 237 365
58 283 308
32 250 390
75 204 307
79 285 366
1 270 351
7 299 387
42 221 319
12 294 323
59 264 308
13 200 397
33 222 377
60 254 351
53 283 364
72 258 354
99 257 310
44 237 355
64 278 371
22 255 339
78 275 396
40 286 387
54 229 343
10 267 366
19 233 320
7 272 361
77 253 382
63 216 318
14 212 301
21 237 334
25 286 351
86 289 322
7 239 373
68 244 353
17 238 352
76 283 320
80 252 395
12 215 338
85 217 396
44 260 305
71 250 326
76 248 399
89 277 400
54 282 336
43 230 312
29 206 368
2 236 368
58 251 302
19 295 338
13 285 343
53 270 376
93 252 357
66 234 371
1 265 349
41 222 394
72 210 319
14 215 313
46 285 375
45 213 400
13 246 390
70 210 373
11 237 378
52 218 381
51 233 303
21 212 352
33 268 337
60 273 368
26 280 319
4 203 389
21 239 400
70 246 319
26 208 318
37 291 302
37 277 325
12 238 340
45 289 317
36 254 304
91 290 325
96 221 331
98 294 384
93 266 395
32 264 360
21 222 320
7 216 376
85 273 316
18 300 339
76 238 373
23 242 383
50 274 332
80 260 384
1 279 374
31 256 342
64 223 366
11 209 362
7 279 395
78 255 350
60 235 397
62 295 394
53 214 374
37 261 395
60 262 343
25 214 300
78 240 385
46 221 334
79 292 347
75 249 340
83 216 374
63 249 346
47 278 375
80 220 347
63 268 322
64 252 361
21 217 383
55 257 383
62 289 376
23 204 307
66 226 362
6 240 316
59 205 317
46 270 322
44 286 344
85 209 345
51 269 373
72 252 345
65 248 360
73 276 333
66 259 327
41 214 366
29 252 375
86 222 324
49 269 348
58 247 344
91 280 330
92 294 398
91 280 326
78 242 336
46 280 300
42 292 387
88 280 337
35 232 377
71 275 391
92 285 344
63 209 371
1 237 316
85 237 367
44 236 385
43 289 319
99 284 389
83 222 372
47 275 341
18 214 400
73 215 377
16 250 383
72 236 333
73 249 339
33 275 320
77 286 384
59 235 331
53 254 352
33 258 328
35 283 316
91 268 352
45 237 325
85 259 359
52 212 378
16 232 386
78 243 392
22 216 315
29 232 394
85 292 377
4 299 342
93 235 381
75 233 383
3 256 368
87 232 355
54 294 314
65 257 378
61 221 326
57 224 337
6 256 344
54 251 392
19 243 334
35 217 361
93 232 353
82 224 375
100 292 391
70 205 325
74 257 343
91 250 315
80 262 371
91 235 308
80 220 306
5 242 333
78 254 341
45 297 371
36 237 394
22 240 391
56 284 357
22 233 345
52 242 348
48 279 357
70 255 386
81 246 381
51 266 392
47 214 372
59 268 358
96 207 322
56 295 318
38 272 391
39 210 335
3 243 303
13 292 355
45 300 306
6 290 385
40 220 306
44 287 379
86 261 359
32 229 306
13 222 322
75 207 332
98 272 382
43 300 330
94 233 319
79 200 386
5 240 391
34 224 300
91 232 376
93 202 305
60 267 386
51 245 396
66 204 363
52 210 338
36 236 392
98 233 365
23 262 348
71 277 395
2 270 356
91 297 311
2 281 392
62 242 318
4 244 343
60 299 399
46 204 389
65 281 399
81 227 348
58 241 304
49 272 342
73 263 358
29 230 346
52 249 367
65 254 307
99 244 385
20 296 355
32 213 358
73 263 340
43 232 350
97 207 358
67 237 362
89 289 305
95 251 395
91 212 369
45 219 360
58 247 386
100 223 377
88 210 353
15 229 371
31 204 315
72 226 399
18 204 342
21 236 391
55 274 365
47 230 327
35 207 355
66 266 384
79 279 376
18 239 369
2 277 398
96 247 330
81 217 387
83 223 387
48 243 377
84 289 364
29 267 357
15 273 386
75 282 392
53 205 333
46 212 373
70 295 394
3 235 307
39 292 399
45 244 346
45 226 354
17 298 387
93 274 345
86 234 390
44 273 330
34 291 328
55 224 376
42 267 396
71 299 359
52 202 321
67 204 364
41 298 399
54 269 354
40 220 330
87 280 308
10 285 378
1 207 364
26 230 326
65 289 360
64 219 363
96 226 322
61 220 331
73 273 340
27 286 343
73 226 361
11 231 370
83 270 398
29 285 385
13 200 301
51 221 331
45 266 377
64 251 312
97 242 304
58 263 381
70 242 306
23 297 341
31 272 352
53 272 345
12 252 309
31 272 304
52 258 374
30 284 344
83 257 354
83 229 307
60 251 380
22 243 384
30 270 346
38 264 303
73 253 393
49 222 371
84 204 334
77 278 397
20 202 396
71 232 386
67 216 365
55 209 311
57 259 398
35 245 399
95 267 310
4 260 319
54 231 371
49 216 301
20 201 369
23 224 331
47 241 300
85 269 392
16 242 397
56 275 339
95 202 329
80 223 397
14 290 341
27 262 360
56 222 391
86 222 363
2 226 345
86 217 314
16 203 309
73 251 328
75 240 329
7 292 360
31 276 319
74 228 303
88 236 302
20 287 386
77 251 386
51 212 354
23 278 334
3 226 340
88 209 367
83 245 400
17 235 364
64 234 305
94 299 314
96 255 365
33 234 366
67 270 301
64 243 372
49 200 379
96 226 369
46 260 354
63 208 349
1 248 384
84 278 370
22 236 339
46 221 358
31 225 384
84 272 326
58 210 336
72 239 331
15 219 395
49 216 386
53 287 335
56 210 363
69 271 382
54 297 394
81 254 319
24 281 366
48 284 364
49 223 329
72 276 384
89 252 369
78 292 330
