40000
35 34 157 54 56 97 77
62 61 163 64 160 109 100
65 64 168 64 73 66 66
25 24 181 73 112 58 58
61 60 173 78 89 90 51
47 46 164 56 127 66 94
67 66 174 64 124 84 118
76 75 193 66 209 99 84
49 48 168 56 98 62 94
43 42 170 56 63 93 41
41 40 178 68 144 83 90
58 57 153 62 157 66 88
32 31 176 64 87 106 75
72 71 165 73 115 105 104
61 60 177 60 66 92 81
30 29 157 58 168 80 85
12 11 140 40 137 62 75
62 61 200 56 50 108 42
61 60 172 38 71 67 102
16 15 170 78 130 82 66
64 63 167 63 139 82 79
57 56 150 50 193 55 75
33 32 176 63 69 68 57
56 55 176 40 36 85 95
77 76 148 48 60 75 71
69 68 189 63 82 56 80
73 72 180 55 137 44 84
37 36 155 49 127 64 80
32 31 162 57 92 87 48
62 61 160 64 151 77 89
38 37 195 54 130 66 76
55 54 169 77 6 83 79
79 78 148 40 126 102 69
14 13 149 72 141 92 104
66 65 188 53 201 55 92
47 46 178 63 141 59 82
38 37 179 62 202 70 71
66 65 187 70 143 77 77
22 21 177 56 174 110 94
46 45 192 64 53 75 80
75 74 195 59 162 62 80
46 45 172 65 81 68 87
52 51 148 63 39 67 80
53 52 188 53 37 105 91
55 54 175 60 126 101 70
50 49 156 69 47 76 61
42 41 179 52 146 102 90
41 40 194 58 98 85 78
51 50 153 57 144 87 82
114 113 171 49 125 65 49
40 39 161 88 167 76 69
75 74 178 58 75 60 91
41 40 170 68 97 43 74
78 77 156 59 127 121 84
49 48 159 68 164 68 97
57 56 177 49 3 71 72
29 28 171 61 143 87 86
61 60 177 68 139 59 80
35 34 179 53 66 39 63
18 17 170 49 168 81 78
23 22 181 64 114 51 80
38 37 180 64 123 69 54
70 69 164 48 119 143 92
41 40 156 55 70 94 109
28 27 196 67 98 102 65
51 50 169 66 161 82 96
77 76 158 54 218 99 81
67 66 180 62 124 88 122
39 38 171 42 72 67 54
45 44 165 74 130 76 70
25 24 166 66 110 71 81
43 42 158 54 155 78 62
70 69 184 58 137 59 66
89 88 197 64 107 60 86
26 25 183 69 115 71 79
41 40 172 66 69 87 99
53 52 165 56 99 82 94
56 55 175 61 164 91 68
38 37 149 62 116 83 79
24 23 184 55 123 77 77
40 39 177 60 95 98 82
20 19 165 58 129 84 64
31 30 179 71 127 113 88
28 27 175 63 85 63 64
51 50 176 50 149 47 93
34 33 156 56 113 55 99
40 39 153 73 22 76 82
30 29 156 54 54 72 82
56 55 139 72 76 41 47
30 29 198 73 143 109 74
34 33 170 75 144 91 66
49 48 175 63 147 93 66
66 65 172 43 168 79 56
66 65 176 57 129 57 84
44 43 154 83 163 90 86
42 41 148 57 34 62 83
60 59 169 47 103 48 57
52 51 188 64 105 57 83
53 52 159 57 166 68 75
37 36 181 37 49 115 82
44 43 165 53 234 78 74
73 72 163 40 167 77 90
44 43 187 59 107 109 69
19 18 160 58 91 117 63
72 71 185 67 169 67 94
19 18 167 67 33 96 71
16 15 165 95 155 55 58
47 46 184 54 106 57 68
66 65 164 63 160 46 86
99 98 166 82 142 66 76
69 68 164 49 176 60 76
64 63 199 70 26 57 78
44 43 153 73 217 87 25
74 73 151 63 170 56 66
76 75 146 55 72 59 81
73 72 181 70 219 92 88
32 31 177 57 106 54 69
62 61 175 58 137 125 100
40 39 155 57 187 89 96
49 48 157 64 128 93 81
65 64 150 54 99 86 56
12 11 197 58 154 77 99
30 29 155 69 78 58 85
71 70 155 75 1 47 85
54 53 156 75 84 80 94
9 8 192 59 21 76 97
21 20 147 62 119 28 88
79 78 165 66 130 70 87
36 35 183 57 92 57 133
58 57 167 61 188 78 70
24 23 149 58 64 64 51
57 56 179 65 119 52 79
89 88 166 67 131 81 60
18 17 135 72 145 70 78
62 61 163 58 80 102 97
14 13 177 49 191 94 93
56 55 189 56 92 87 74
77 76 139 54 93 80 86
59 58 207 61 131 74 86
33 32 189 47 139 115 78
48 47 174 72 182 83 90
62 61 166 57 100 79 75
38 37 159 60 118 66 67
28 27 168 43 105 92 66
56 55 147 71 150 54 63
39 38 170 69 124 102 87
55 54 184 56 83 57 74
40 39 124 66 130 96 66
45 44 183 59 104 79 77
28 27 171 68 118 78 83
56 55 187 64 175 46 84
30 29 166 46 33 60 88
40 39 181 57 96 80 63
26 25 150 76 87 67 57
68 67 151 50 188 71 83
22 21 175 50 90 70 56
49 48 192 53 116 50 55
38 37 176 67 64 101 77
67 66 185 65 146 85 75
39 38 136 78 152 89 70
27 26 170 64 54 88 71
69 68 181 61 131 72 55
3 2 162 56 87 127 80
50 49 157 72 169 74 63
48 47 172 62 141 99 87
67 66 183 51 36 72 100
6 5 180 58 91 99 83
53 52 175 57 78 75 78
47 46 180 62 105 88 80
40 39 178 55 117 61 93
41 40 163 49 141 88 78
51 50 180 59 162 61 80
43 42 154 77 108 85 92
43 42 167 67 170 44 62
25 24 160 71 158 68 68
75 74 164 54 129 54 110
36 35 171 57 168 79 94
38 37 152 63 111 84 64
44 43 164 62 117 25 82
36 35 185 73 105 65 83
61 60 157 66 51 89 84
24 23 155 55 121 99 83
84 83 179 56 103 60 86
43 42 179 66 152 71 79
48 47 163 71 143 103 75
52 51 185 65 180 102 126
54 53 199 42 105 16 69
29 28 166 47 120 49 79
56 55 185 55 119 93 91
47 46 161 74 121 74 71
67 66 155 45 57 82 70
44 43 147 66 114 91 109
40 39 158 67 114 103 90
76 75 178 46 153 103 67
49 48 159 68 120 59 75
67 66 183 46 100 98 77
53 52 158 56 140 68 84
30 29 182 48 142 71 56
29 28 169 40 159 61 72
25 24 167 55 39 49 102
64 63 153 69 86 61 71
42 41 163 66 92 17 78
65 64 163 65 136 70 89
42 41 132 53 155 101 51
68 67 166 55 120 62 75
46 45 174 56 104 109 70
59 58 146 47 141 111 61
36 35 185 68 120 114 74
52 51 168 58 77 132 105
44 43 175 47 125 78 77
58 57 186 44 32 93 78
49 48 164 54 40 47 80
38 37 156 57 141 123 65
38 37 150 62 134 81 80
51 50 179 58 72 64 66
25 24 193 54 106 81 47
27 26 145 59 174 91 62
52 51 161 37 120 76 92
78 77 174 48 102 80 71
66 65 183 65 82 59 100
16 15 150 61 110 66 78
81 80 148 55 66 106 57
55 54 154 49 103 113 68
12 11 182 67 122 118 73
59 58 186 76 167 79 95
39 38 174 52 133 75 72
29 28 173 70 126 80 61
57 56 178 72 184 81 70
25 24 185 66 205 62 86
69 68 149 74 107 70 88
54 53 175 77 92 118 128
31 30 149 52 101 99 64
8 7 170 57 189 71 113
46 45 135 66 90 85 102
40 39 176 64 8 107 46
2 1 170 64 124 101 80
29 28 169 55 139 96 82
46 45 184 50 117 56 57
66 65 171 56 144 101 91
26 25 167 54 127 53 80
44 43 192 70 74 76 94
57 56 179 80 118 79 108
48 47 163 67 109 46 110
64 63 158 50 150 43 62
22 21 180 62 118 85 89
49 48 163 69 77 86 81
78 77 149 68 110 68 85
31 30 173 64 196 77 80
29 28 164 74 144 88 76
53 52 154 45 84 99 81
71 70 159 64 122 108 117
39 38 188 74 108 56 71
69 68 188 53 138 110 109
70 69 171 71 67 93 89
98 97 172 78 68 82 60
53 52 180 51 176 44 102
51 50 177 73 133 77 80
59 58 172 72 95 54 72
51 50 181 73 68 76 79
62 61 181 58 88 85 92
49 48 172 38 111 95 90
55 54 144 49 118 86 91
43 42 189 51 93 79 88
29 28 139 66 123 89 69
83 82 172 57 147 81 99
78 77 156 53 90 74 60
6 5 170 42 144 101 61
50 49 154 65 140 66 79
62 61 175 56 120 75 81
39 38 172 52 124 93 97
31 30 185 51 78 94 69
27 26 180 59 165 103 74
59 58 188 68 194 71 92
32 31 183 40 46 96 74
17 16 170 50 160 104 101
74 73 191 60 113 103 67
61 60 154 41 205 74 93
38 37 166 57 103 55 74
71 70 143 43 210 70 93
59 58 166 77 116 58 77
35 34 163 71 143 107 71
34 33 164 44 171 103 77
38 37 193 55 53 63 64
82 81 164 41 84 94 89
53 52 186 60 159 71 72
74 73 155 58 133 67 88
81 80 182 72 102 67 80
88 87 153 49 202 61 75
21 20 191 39 124 117 75
46 45 183 62 109 89 92
91 90 178 69 25 66 87
62 61 158 58 149 88 94
26 25 163 67 155 91 102
77 76 153 47 131 106 106
54 53 156 68 109 71 79
25 24 156 57 106 85 89
29 28 198 57 143 67 101
58 57 148 55 80 55 108
55 54 152 64 121 91 77
68 67 182 60 90 51 75
15 14 147 61 77 94 86
47 46 156 58 138 64 83
57 56 149 66 115 97 87
46 45 195 52 157 74 71
32 31 143 72 145 56 69
34 33 183 51 76 93 62
42 41 143 62 162 72 92
44 43 177 56 81 107 80
38 37 163 52 88 54 80
48 47 161 45 95 91 84
27 26 153 63 69 91 107
32 31 174 65 99 50 55
53 52 146 57 94 62 75
55 54 160 64 158 100 74
98 97 166 44 214 110 71
80 79 179 52 100 90 84
16 15 173 63 108 74 98
48 47 154 66 163 95 110
45 44 174 57 108 87 94
38 37 182 42 112 45 74
53 52 181 69 119 54 63
56 55 161 58 164 72 56
58 57 165 79 68 76 67
46 45 160 59 114 78 78
60 59 176 58 179 106 86
40 39 153 62 144 23 99
18 17 186 51 75 72 101
69 68 158 53 85 88 94
47 46 181 50 119 59 85
29 28 163 55 156 93 98
48 47 185 58 52 98 80
58 57 161 68 151 91 78
29 28 163 57 82 97 85
89 88 186 49 112 73 84
53 52 164 70 104 84 67
77 76 165 47 152 97 50
53 52 132 57 114 77 87
47 46 164 70 121 65 76
78 77 157 50 141 85 61
42 41 164 57 151 100 84
63 62 184 75 119 61 74
38 37 172 56 110 69 102
69 68 155 45 166 104 53
66 65 166 60 126 74 63
47 46 163 61 69 58 81
40 39 159 45 99 70 75
65 64 145 68 96 62 62
71 70 135 34 125 88 68
28 27 176 73 69 91 85
64 63 172 70 83 102 60
86 85 158 56 195 61 126
42 41 187 65 77 92 79
40 39 164 55 110 116 66
58 57 187 59 178 65 82
45 44 174 65 72 80 96
15 14 163 43 122 97 64
72 71 168 78 140 86 72
57 56 165 39 122 114 94
44 43 151 49 118 93 69
18 17 201 62 89 59 73
72 71 164 54 116 36 58
53 52 152 62 153 79 72
27 26 158 65 151 81 92
61 60 154 66 44 102 74
92 91 167 59 132 63 87
65 64 185 62 124 97 86
20 19 190 70 112 60 71
62 61 165 61 124 75 71
77 76 181 53 164 93 62
63 62 186 66 85 68 96
22 21 150 63 74 50 98
58 57 174 67 158 57 67
71 70 176 64 148 74 84
70 69 182 66 144 41 89
54 53 170 74 142 63 81
59 58 147 67 143 74 83
45 44 161 51 58 72 60
27 26 177 73 61 70 73
39 38 190 26 87 109 64
6 5 172 54 114 45 110
73 72 168 72 107 51 66
32 31 168 57 78 88 89
66 65 153 56 89 58 81
43 42 196 55 78 84 91
81 80 157 61 198 96 65
31 30 189 48 102 85 99
63 62 163 47 91 91 78
17 16 152 70 137 77 67
57 56 186 62 63 72 61
67 66 178 77 128 93 76
60 59 175 71 124 42 101
29 28 154 55 155 67 72
34 33 194 62 54 82 89
66 65 158 69 162 54 102
52 51 170 69 138 84 95
71 70 166 64 71 58 79
45 44 158 49 146 72 90
81 80 162 53 62 73 118
52 51 159 65 72 53 77
16 15 140 72 115 86 83
38 37 168 56 185 69 78
40 39 181 52 156 93 76
74 73 162 69 129 32 95
59 58 179 54 149 70 57
73 72 176 33 154 77 56
74 73 170 53 27 37 64
40 39 151 71 159 84 111
1 2 170 74 148 64 97
51 50 139 60 66 110 78
84 83 161 43 133 80 90
54 53 181 66 101 88 74
48 47 181 66 195 66 69
29 28 168 53 81 107 106
64 63 184 55 72 94 96
27 26 146 64 134 121 82
65 64 136 60 67 79 114
61 60 175 47 128 63 60
71 70 174 46 57 61 83
36 35 182 52 136 57 63
59 58 179 65 174 67 72
47 46 169 41 111 97 64
63 62 168 57 145 42 84
49 48 171 51 98 69 93
73 72 187 80 135 86 88
45 44 155 63 84 82 71
113 112 160 58 83 68 64
77 76 157 60 95 111 88
4 3 158 59 78 60 75
43 42 176 61 105 112 55
43 42 183 53 139 90 106
37 36 165 61 91 52 66
46 45 159 65 128 53 64
63 62 184 52 129 65 61
62 61 177 62 120 83 93
29 28 184 56 87 85 96
2 1 162 60 85 91 90
36 35 151 68 62 65 87
57 56 162 63 168 64 70
68 67 166 67 129 98 97
78 77 153 56 128 77 95
50 49 181 64 118 85 75
23 22 176 60 143 101 74
67 66 189 65 128 77 113
10 9 179 53 172 86 77
57 56 156 44 111 58 88
56 55 177 53 49 72 100
32 31 183 66 37 73 88
52 51 141 73 147 86 70
25 24 184 66 183 90 76
25 24 160 57 141 76 90
52 51 186 55 52 46 54
15 14 170 66 137 59 70
69 68 197 65 102 74 80
21 20 156 52 86 71 84
77 76 187 63 156 85 80
46 45 187 74 67 64 56
67 66 175 65 83 93 81
68 67 166 67 82 80 74
91 90 150 55 206 51 99
35 34 193 55 36 90 71
58 57 168 62 172 56 93
68 67 177 66 142 98 64
30 29 147 52 101 113 71
13 12 182 60 95 73 75
71 70 172 57 130 73 76
57 56 177 60 249 74 68
45 44 200 73 98 70 59
54 53 174 46 128 91 75
80 79 188 64 86 61 90
62 61 153 68 123 116 91
39 38 171 54 124 97 93
61 60 134 84 125 78 99
22 21 162 49 146 76 59
70 69 175 67 48 83 89
20 19 159 60 119 94 86
61 60 180 74 62 86 67
64 63 196 67 94 57 101
32 31 154 62 40 103 92
68 67 151 68 162 58 62
87 86 182 60 186 90 75
58 57 152 78 136 90 71
12 11 168 72 136 63 81
64 63 178 65 113 98 86
74 73 150 65 75 119 63
24 23 182 52 120 53 78
86 85 183 56 126 32 90
38 37 185 70 168 88 65
58 57 153 62 150 62 80
50 49 167 60 115 84 88
52 51 174 65 121 95 87
34 33 181 45 107 47 78
48 47 202 50 120 107 72
38 37 168 58 73 82 87
36 35 155 72 58 81 83
68 67 186 51 118 69 66
46 45 196 56 149 98 104
72 71 185 40 140 72 83
30 29 188 49 111 69 52
53 52 180 40 114 62 69
16 15 165 38 158 71 84
64 63 134 63 105 57 76
77 76 162 75 88 60 76
70 69 150 62 143 63 87
43 42 154 50 78 67 77
34 33 188 82 142 86 95
38 37 159 59 162 72 78
62 61 156 64 58 80 77
66 65 173 64 164 87 65
57 56 172 79 109 85 84
37 36 183 45 102 107 89
47 46 169 64 101 90 82
106 105 169 61 56 84 79
37 36 157 58 129 100 85
37 36 181 70 152 78 77
40 39 186 59 138 90 63
42 41 183 69 85 68 82
16 15 172 54 132 93 71
79 78 177 67 167 92 67
46 45 149 64 121 55 91
77 76 163 68 92 81 89
51 50 162 65 171 66 78
37 36 201 66 99 112 76
70 69 182 69 193 96 88
42 41 142 66 135 81 79
31 30 160 61 163 108 63
27 26 164 64 124 90 98
52 51 168 65 180 63 86
1 0 180 47 124 72 101
47 46 193 59 112 79 53
18 17 178 78 120 77 92
34 33 180 67 124 98 113
115 114 166 63 95 80 71
8 7 182 85 156 92 68
80 79 176 69 70 91 74
45 44 197 62 79 70 57
58 57 175 61 162 109 72
29 28 164 69 114 64 76
54 53 169 57 100 95 77
47 46 172 56 114 66 73
53 52 203 52 140 57 94
74 73 173 65 135 84 77
34 33 147 69 224 97 79
70 69 200 77 126 69 84
38 37 161 53 116 65 89
28 27 180 34 167 77 75
15 14 154 63 131 90 55
29 28 172 53 138 66 98
48 47 154 56 169 41 91
40 39 150 63 119 66 83
46 45 181 85 169 87 86
38 37 144 51 160 92 65
48 47 189 58 84 115 86
66 65 155 56 85 107 84
56 55 197 69 65 60 72
18 17 180 59 130 107 90
48 47 168 60 117 68 71
56 55 159 55 70 81 67
74 73 170 42 202 50 87
61 60 188 56 195 69 76
54 53 192 67 92 75 92
79 78 200 53 132 46 83
51 50 177 47 161 84 77
52 51 181 76 143 72 102
38 37 148 69 150 89 79
14 13 158 70 76 60 97
64 63 165 72 182 88 76
31 30 172 50 134 69 82
44 43 153 55 103 73 97
64 63 164 51 76 96 76
37 36 150 60 134 88 90
55 54 124 62 172 84 101
83 82 163 60 129 84 62
18 17 174 68 228 83 102
64 63 176 64 66 65 82
32 31 141 72 158 77 64
20 19 144 61 102 83 91
30 29 164 55 133 120 60
46 45 169 64 161 72 79
23 22 177 62 152 92 69
34 33 186 75 82 83 85
55 54 151 65 107 76 70
54 53 173 73 160 94 63
74 73 150 65 173 106 87
63 62 191 57 118 86 79
84 83 168 61 130 111 99
83 82 171 82 105 58 79
23 22 153 62 110 88 77
47 46 159 63 102 84 92
51 50 154 63 92 61 74
65 64 139 57 106 98 95
80 79 179 49 141 75 84
47 46 191 57 65 87 74
32 31 175 50 114 100 110
70 69 152 43 108 72 68
29 28 157 58 92 82 57
72 71 168 51 209 66 66
49 48 172 45 143 86 97
84 83 160 50 161 124 53
57 56 153 61 53 96 59
52 51 162 64 156 86 98
84 83 180 61 175 66 98
70 69 171 67 110 107 119
32 31 188 56 117 95 56
44 43 184 56 94 67 76
98 97 181 61 77 64 78
46 45 169 69 111 76 61
34 33 147 57 106 68 58
15 14 181 38 122 71 49
27 26 181 39 109 72 88
39 38 189 57 102 80 58
28 27 196 74 125 64 91
72 71 155 64 93 29 84
58 57 157 59 92 26 70
19 18 169 56 75 74 59
68 67 166 61 94 65 57
38 37 174 42 150 99 77
59 58 184 58 104 73 88
57 56 206 73 74 71 59
87 86 174 68 161 104 99
43 42 183 37 156 32 65
24 23 178 70 116 79 77
83 82 189 72 119 75 79
89 88 178 50 181 56 91
67 66 186 65 151 95 80
50 49 170 64 162 67 102
27 26 177 43 101 60 78
68 67 147 79 136 81 52
58 57 157 63 101 77 86
79 78 164 50 208 105 67
70 69 176 47 155 35 93
30 29 169 83 128 102 88
0 1 166 67 163 86 89
20 19 145 79 94 106 68
40 39 174 54 96 84 79
85 84 173 49 55 74 88
26 25 168 64 105 87 91
37 36 160 58 135 66 77
33 32 172 44 143 70 105
77 76 172 58 142 67 78
26 25 160 71 92 87 70
76 75 180 75 109 72 115
78 77 189 51 188 98 63
46 45 181 63 216 93 85
65 64 166 58 132 97 112
56 55 179 40 63 94 86
54 53 171 58 121 71 94
44 43 169 65 151 70 86
62 61 140 71 135 108 64
55 54 181 63 178 71 92
53 52 173 52 102 54 112
74 73 191 50 142 33 85
1 0 188 60 165 22 74
23 22 152 71 127 99 92
68 67 190 83 147 34 57
41 40 149 52 76 83 69
75 74 166 64 188 80 68
31 30 149 56 87 101 61
69 68 178 44 30 110 93
47 46 193 66 105 83 61
38 37 151 58 153 79 77
56 55 173 65 132 93 94
56 55 153 73 163 83 89
26 25 183 59 106 109 92
60 59 183 63 120 87 95
22 21 180 58 123 105 64
59 58 166 55 153 76 93
72 71 172 57 125 75 71
50 49 184 56 145 53 82
46 45 161 67 158 68 80
12 11 178 66 76 72 77
59 58 176 67 93 54 101
26 25 168 64 129 74 87
34 33 179 74 133 73 73
37 36 156 77 79 81 65
58 57 177 50 148 60 88
87 86 173 73 122 74 66
37 36 168 60 135 76 57
62 61 163 69 108 78 83
75 74 161 47 182 73 81
43 42 125 72 105 88 94
46 45 179 59 154 71 65
30 29 181 50 136 80 88
39 38 154 39 161 97 63
21 20 190 71 112 61 68
16 15 200 53 55 86 80
27 26 167 49 111 93 76
62 61 173 59 101 99 102
